Timestamp,How many years of software development experience do you have?,In what technologies are you proficient?,What university degree did you obtain?,"If applicable, what university(ies) did you attend?","What percentage of your work time do you spend developing software as opposed to performing other tasks like managing other people or projects, making sales, etc.?",Please select all that apply:,Referring to the company or project that you work for most of the time:,"If applicable, how many full-time employees does the company that you work for have?","If applicable, what's your job title at the company that you work at?","Excluding equity, how much money do you earn on a monthly basis?","Are you earning equity (stock, stock options, etc.)?"
1/15/2015 12:22:56,5 to 6 years,"HTML/CSS, Javascript, Objective-C, Ruby, SQL","I took some university classes, but did not graduate",,90%,I am employed full-time,It's a company located outside of Colombia,50 to 99 employees,Senior front end,"> USD$10,000",Yes
1/15/2015 12:27:27,2 to 3 years,"ASP .NET, C#, SQL",Ingeniero de Sistemas,,Option 12,I am employed full-time,It's a multinational with presence in Colombia,>= 1000 employees,,"USD$1,000 - USD$1,999",No
1/15/2015 12:31:23,4 to 5 years,"ASP .NET, C#, HTML/CSS, Java, Javascript, PHP, SQL, UML, Visual Basic",Ingeniero de Sistemas,Universidad del Cauca,20%,"I am employed full-time, I do freelance work, I am an entrepreneur",It's exclusively a Colombian company,200 to 499 employees,Analista programador,"USD$1,000 - USD$1,999",No
1/15/2015 12:32:15,5 to 6 years,"Erlang, HTML/CSS, Javascript, PHP, Python, Ruby, Shell, SQL",Ingeniero de Sistemas,Politécnico Grancolombiano,70%,"I am employed full-time, I do freelance work",It's a multinational with presence in Colombia,200 to 499 employees,,"USD$1,000 - USD$1,999",No
1/15/2015 12:32:25,> 10 years,"C, C++, Erlang, HTML/CSS, Go, Java, Javascript, Mobile apps (Android), Mobile apps (iOS), Objective-C, PHP, Python, Ruby, Shell, SQL",Ingeniero de Sistemas,"universidad del valle, y la carrera es ingenieria de sistemas y ciencias de la computación.",80%,I am employed full-time,It's a company located outside of Colombia,10 - 19 employees,Desarrollador,"USD$8,000 - USD$8,999",Yes
1/15/2015 12:37:09,3 to 4 years,"HTML/CSS, Java, Javascript, Scala",Ingeniero de Sistemas,,90%,I am employed full-time,It's exclusively a Colombian company,50 to 99 employees,,"USD$2,000 - USD$2,999",No
1/15/2015 12:37:21,4 to 5 years,"C++, HTML/CSS, Go, Java, Javascript, Ruby, SQL, UML",Ingeniero de Sistemas,Universidad del valle,90%,"I am employed full-time, I am an entrepreneur",It's exclusively a Colombian company,< 10 employees,,"USD$2,000 - USD$2,999",Yes
1/15/2015 12:39:43,6 to 7 years,"ASP .NET, C#, Javascript",Other degree,ingeniero en telematica,90%,"I am employed full-time, I'm only coding for fun",It's exclusively a Colombian company,20 to 49 employees,ingeniero de desarrollo,"USD$2,000 - USD$2,999",No
1/15/2015 12:43:46,2 to 3 years,"C#, SQL",I am still in high school,,20%,I am employed full-time,It's a multinational with presence in Colombia,< 10 employees,,"USD$1,000 - USD$1,999",Yes
1/15/2015 12:43:47,4 to 5 years,C#,Ingeniero de Sistemas,,80%,I am employed full-time,,,,"USD$2,000 - USD$2,999",No
1/15/2015 12:44:31,3 to 4 years,"HTML/CSS, Java, Javascript, PHP, Ruby, SQL",Ingeniero de Sistemas,,0%,I am employed full-time,It's exclusively a Colombian company,50 to 99 employees,web developer,USD$1 - USD$999,Yes
1/15/2015 12:50:55,1 to 2 years,"C#, Mobile apps (Windows)",Ingeniero de Sistemas,,50%,I do freelance work,It's exclusively a Colombian company,20 to 49 employees,Developer,"USD$2,000 - USD$2,999",No
1/15/2015 12:51:35,4 to 5 years,"C++, HTML/CSS, Javascript, PHP, Python, Ruby, SQL, UML",Ingeniero de Sistemas,Unviersidad Francisco de Paula Santander,100%,I am employed full-time,It's a company located outside of Colombia,10 - 19 employees,Software engineer,"USD$2,000 - USD$2,999",Yes
1/15/2015 12:53:12,> 10 years,"C, HTML/CSS, Java, Javascript, Mobile apps (Android), Mobile apps (iOS), Objective-C, Python, Shell",Ingeniero de Sistemas,,90%,I am employed full-time,It's a company located outside of Colombia,500 to 999 employees,,"USD$9,000 - USD$9,999",Yes
1/15/2015 12:54:38,3 to 4 years,C#,Ingeniero de Sistemas,,40%,I am employed full-time,It's exclusively a Colombian company,< 10 employees,,USD$1 - USD$999,No
1/15/2015 12:55:18,2 to 3 years,"HTML/CSS, Javascript, PHP, Python, SQL",Ingeniero de Sistemas,,70%,"I am employed full-time, I do freelance work",It's exclusively a Colombian company,< 10 employees,,USD$1 - USD$999,Yes
1/15/2015 12:56:12,3 to 4 years,Javascript,Ingeniero de Sistemas,,80%,I am employed full-time,It's a company located outside of Colombia,20 to 49 employees,,"USD$9,000 - USD$9,999",Yes
1/15/2015 12:57:43,8 to 9 years,"C, HTML/CSS, PHP, Python, Ruby, SQL",Ingeniero de Sistemas,,80%,I do freelance work,It's a company located outside of Colombia,10 - 19 employees,Just freelance works ,"USD$2,000 - USD$2,999",Yes
1/15/2015 12:59:39,7 to 8 years,"ASP .NET, C#, Javascript, SQL",Ingeniero de Sistemas,,100%,I am employed full-time,It's a multinational with presence in Colombia,20 to 49 employees,Solutions Archittec,"USD$2,000 - USD$2,999",No
1/15/2015 13:06:17,5 to 6 years,"ASP .NET, HTML/CSS, Javascript, Mobile apps (Android), Mobile apps (iOS)",Other degree,SENA,80%,"I am employed full-time, I do freelance work",It's a multinational with presence in Colombia,>= 1000 employees,,"USD$1,000 - USD$1,999",No
1/15/2015 13:08:19,4 to 5 years,"ASP .NET, C#, Java, Mobile apps (Android), Mobile apps (Windows), Python",Ingeniero de Sistemas,,60%,I am employed full-time,It's exclusively a Colombian company,,,"USD$1,000 - USD$1,999",No
1/15/2015 13:08:35,< 1 year,"HTML/CSS, Java, Javascript, PHP, SQL",Ingeniero de Sistemas,,90%,"I am employed full-time, I am an entrepreneur",It's exclusively a Colombian company,50 to 99 employees,,"USD$1,000 - USD$1,999",No
1/15/2015 13:09:06,> 10 years,"ASP .NET, C#, HTML/CSS, Javascript","I took some university classes, but did not graduate",,80%,I am employed full-time,It's exclusively a Colombian company,,,"USD$1,000 - USD$1,999",Yes
1/15/2015 13:10:14,5 to 6 years,"HTML/CSS, Matlab, PHP, Python, SQL, Visual Basic",Other degree,U Nacional,50%,I am employed full-time,It's exclusively a Colombian company,,,"USD$1,000 - USD$1,999",No
1/15/2015 13:10:49,4 to 5 years,"ASP .NET, C#, HTML/CSS, SQL",Ingeniero de Sistemas,UPTC,30%,I am employed full-time,It's a multinational with presence in Colombia,100 to 199 employees,Sr,"USD$2,000 - USD$2,999",Yes
1/15/2015 13:13:44,1 to 2 years,"HTML/CSS, Javascript, PHP, SQL, UML","I took some university classes, but did not graduate",,90%,I am employed full-time,It's exclusively a Colombian company,< 10 employees,,USD$1 - USD$999,Yes
1/15/2015 13:14:46,3 to 4 years,"C#, HTML/CSS, PHP, SQL",Ingeniero de Sistemas,UIS,70%,I am employed full-time,It's a multinational with presence in Colombia,< 10 employees,,"USD$1,000 - USD$1,999",No
1/15/2015 13:16:38,5 to 6 years,"HTML/CSS, Javascript, Mobile apps (Android), Mobile apps (iOS), PHP",Ingeniero de Sistemas,,100%,I do freelance work,It's exclusively a Colombian company,< 10 employees,,USD$1 - USD$999,Yes
1/15/2015 13:20:01,5 to 6 years,"Java, Javascript",I am still in high school,Politécnico Colombiano Jaime Isaza Cadavid,100%,"I am employed part-time, I do freelance work",It's exclusively a Colombian company,< 10 employees,Desarrollador de  software,USD$1 - USD$999,No
1/15/2015 13:27:43,> 10 years,"HTML/CSS, Java, Javascript, Perl, PHP, Python, Ruby, Shell, SQL",Ingeniero de Sistemas,nacional,70%,"I am employed full-time, I am an entrepreneur",It's a company located outside of Colombia,10 - 19 employees,,"USD$5,000 - USD$5,999",Yes
1/15/2015 13:29:39,> 10 years,"ASP .NET, C#, Mobile apps (Windows), SQL",Ingeniero de Sistemas,Universidad Simo Bolivar (Barranquilla),90%,I do freelance work,It's exclusively a Colombian company,,,"USD$2,000 - USD$2,999",No
1/15/2015 13:31:57,> 10 years,"Java, Ruby",Ingeniero de Sistemas,EAFIT,80%,"I do freelance work, I am an entrepreneur",It's a company located outside of Colombia,20 to 49 employees,Software Developer,"USD$6,000 - USD$6,999",Yes
1/15/2015 13:33:37,> 10 years,"ASP .NET, C#, C++, Cobol, HTML/CSS, Javascript, Matlab, Mobile apps (Windows), PHP, Visual Basic",Ingeniero de Sistemas,UPC,70%,"I am employed part-time, I do freelance work, I am an entrepreneur",It's exclusively a Colombian company,< 10 employees,,"USD$1,000 - USD$1,999",No
1/15/2015 13:33:54,> 10 years,"ASP .NET, C, C#, C++, HTML/CSS, Java, Javascript, PHP, SQL, UML",Other degree,,90%,I do freelance work,It's exclusively a Colombian company,,,"USD$1,000 - USD$1,999",Yes
1/15/2015 13:34:56,2 to 3 years,"C, C++, HTML/CSS, Java, Javascript, Matlab, Mobile apps (Android), Mobile apps (iOS), Objective-C, PHP, SQL",Ingeniero de Mecatrónica,Universidad Nacional,70%,"I am employed full-time, I am an entrepreneur",It's exclusively a Colombian company,< 10 employees,Director de desarrollo,USD$1 - USD$999,No
1/15/2015 13:35:04,9 to 10 years,"Javascript, Python",Ingeniero de Sistemas,Universidad Distrital,100%,I am employed full-time,It's a company located outside of Colombia,>= 1000 employees,Web Developer,"USD$3,000 - USD$3,999",No
1/15/2015 13:35:20,7 to 8 years,"ASP .NET, C#, HTML/CSS, Mobile apps (Android), Mobile apps (iOS), Objective-C, SQL, UML",Ingeniero de Sistemas,UPB,50%,I am an entrepreneur,It's exclusively a Colombian company,20 to 49 employees,,"> USD$10,000",Yes
1/15/2015 13:37:20,2 to 3 years,"ASP .NET, C#, Javascript, SQL",Ingeniero de Sistemas,Uniminuto,100%,I am employed full-time,It's exclusively a Colombian company,,ingeniero de desarrollo,USD$1 - USD$999,No
1/15/2015 13:41:25,3 to 4 years,"Javascript, PHP",Ingeniero de Sistemas,Luis amigó,70%,I am employed full-time,It's exclusively a Colombian company,20 to 49 employees,,"USD$1,000 - USD$1,999",Yes
1/15/2015 13:44:27,7 to 8 years,"ASP .NET, HTML/CSS, Java, Javascript, SQL, UML, Visual Basic",Ingeniero de Sistemas,,80%,I am employed full-time,It's a company located outside of Colombia,50 to 99 employees,,"USD$5,000 - USD$5,999",No
1/15/2015 13:48:24,3 to 4 years,"C#, Java, Javascript",Ingeniero de Sistemas,EAFIT,90%,I am employed full-time,It's a multinational with presence in Colombia,>= 1000 employees,Web UI Developer,"USD$1,000 - USD$1,999",No
1/15/2015 13:55:11,1 to 2 years,"C#, HTML/CSS, Java, Javascript, Mobile apps (Windows), SQL, UML",I am still in high school,,30%,"I am employed part-time, I do freelance work",It's a company located outside of Colombia,10 - 19 employees,,USD$1 - USD$999,Yes
1/15/2015 13:56:23,9 to 10 years,"HTML/CSS, Java, Javascript, Mobile apps (Android), PHP, Python, SQL, UML",Ingeniero de Sistemas,,20%,I am employed full-time,It's exclusively a Colombian company,100 to 199 employees,,"USD$1,000 - USD$1,999",No
1/15/2015 13:57:48,< 1 year,Java,Ingeniero de Sistemas,,70%,I am employed full-time,It's exclusively a Colombian company,10 - 19 employees,,USD$1 - USD$999,Yes
1/15/2015 14:01:30,1 to 2 years,Mobile apps (iOS),Ingeniero de Sistemas,UEM,30%,I am employed full-time,It's a company located outside of Colombia,>= 1000 employees,,"USD$3,000 - USD$3,999",No
1/15/2015 14:03:25,> 10 years,"C#, Cobol, SQL, Visual Basic",Ingeniero de Sistemas,Universidad Distrital Francisco Jose De Caldas,50%,I am employed full-time,It's a multinational with presence in Colombia,100 to 199 employees,IT Professional,"USD$2,000 - USD$2,999",No
1/15/2015 14:06:43,6 to 7 years,"HTML/CSS, Java, Javascript, Mobile apps (Android), PHP, Python, SQL, UML",Ingeniero de Sistemas,Universidad Autonoma de Bucaramanga,80%,I am employed full-time,It's a multinational with presence in Colombia,500 to 999 employees,Software Developer,"USD$1,000 - USD$1,999",No
1/15/2015 14:07:26,6 to 7 years,"HTML/CSS, Javascript, PHP, SQL",Ingeniero de Sistemas,,60%,I am employed full-time,It's exclusively a Colombian company,100 to 199 employees,,"USD$1,000 - USD$1,999",No
1/15/2015 14:12:05,4 to 5 years,"ASP .NET, C#, C++, HTML/CSS, Javascript, SQL",Ingeniero de Sistemas,Uniandes ,90%,I am employed full-time,It's a multinational with presence in Colombia,>= 1000 employees,,"USD$3,000 - USD$3,999",No
1/15/2015 14:14:10,2 to 3 years,"C#, HTML/CSS, SQL",Ingeniero de Sistemas,,70%,I am employed full-time,It's a multinational with presence in Colombia,>= 1000 employees,,"USD$1,000 - USD$1,999",No
1/15/2015 14:18:50,8 to 9 years,"HTML/CSS, Javascript, PHP, Ruby, SQL",Ingeniero de Sistemas,Universidad del Norte,20%,"I am employed full-time, I do freelance work",It's exclusively a Colombian company,100 to 199 employees,,"USD$2,000 - USD$2,999",No
1/15/2015 14:23:06,5 to 6 years,"Javascript, Python",Ingeniero de Sistemas,,80%,I am employed full-time,It's a multinational with presence in Colombia,20 to 49 employees,Developer,"USD$1,000 - USD$1,999",No
1/15/2015 14:24:09,3 to 4 years,"C#, C++, Java, Javascript, Objective-C, SQL",Ingeniero de Sistemas,Universidad de los Andes,50%,I am employed full-time,It's a multinational with presence in Colombia,< 10 employees,Senior software developer,"USD$2,000 - USD$2,999",No
1/15/2015 14:24:53,> 10 years,"Assembly, HTML/CSS, Java, Javascript, Mobile apps (iOS), Objective-C, Perl, PHP, Python, R, Scala, SQL","I took some university classes, but did not graduate",Javeriana,40%,I am an entrepreneur,It's exclusively a Colombian company,< 10 employees,,"USD$5,000 - USD$5,999",No
1/15/2015 14:25:30,6 to 7 years,"ASP .NET, C#, HTML/CSS, Javascript",Other degree,Catolica de Colombia,70%,"I am employed full-time, I do freelance work",It's exclusively a Colombian company,10 - 19 employees,Senior Sofware developer,"USD$2,000 - USD$2,999",No
1/15/2015 14:25:43,2 to 3 years,"ASP .NET, Mobile apps (iOS), Objective-C, Ruby, SQL",Ingeniero de Sistemas,Universidad de los Andes,80%,"I do freelance work, I am an entrepreneur",It's exclusively a Colombian company,< 10 employees,CTO,USD$1 - USD$999,Yes
1/15/2015 14:30:14,5 to 6 years,"ASP .NET, C#, Javascript",Ingeniero de Sistemas,Universidad Católica ,20%,"I am employed full-time, I do freelance work",It's exclusively a Colombian company,10 - 19 employees,Desarrollador Junior 2 jaja,"USD$1,000 - USD$1,999",No
1/15/2015 14:32:02,5 to 6 years,"Elixir, Erlang, Javascript, Python, Ruby, SQL",Other degree,Universidad Nacional de Colombia,90%,I am employed full-time,It's exclusively a Colombian company,50 to 99 employees,Software Developer,"USD$1,000 - USD$1,999",No
1/15/2015 14:34:57,> 10 years,"C#, C++, HTML/CSS, Java, Javascript, SQL, Visual Basic",Other degree,Universidad Icesi,100%,I am employed full-time,It's a company located outside of Colombia,>= 1000 employees,Software Engineer,"> USD$10,000",Yes
1/15/2015 14:36:45,< 1 year,"HTML/CSS, Java, Javascript, Mobile apps (Android), Mobile apps (iOS), Mobile apps (Windows), Shell, UML","I took some university classes, but did not graduate",Universidad Nacional,70%,"I am employed full-time, I'm only coding for fun",It's a company located outside of Colombia,< 10 employees,,USD$1 - USD$999,No
1/15/2015 14:40:20,6 to 7 years,"C, Java, Perl, PHP",Ingeniero de Sistemas,Andes,90%,"I am employed full-time, I do freelance work, I'm only coding for fun",It's a multinational with presence in Colombia,>= 1000 employees,Principal Consultant,"USD$4,000 - USD$4,999",No
1/15/2015 14:43:43,6 to 7 years,"HTML/CSS, Java, Javascript, Mobile apps (Android), PHP, SQL, UML",Ingeniero de Sistemas,universidad de antioquia,30%,I am employed full-time,It's exclusively a Colombian company,>= 1000 employees,,"USD$1,000 - USD$1,999",No
1/15/2015 14:45:36,3 to 4 years,"C, HTML/CSS, Javascript, Mobile apps (iOS), Objective-C, Ruby",Ingeniero de Sistemas,EAFIT,80%,I am employed full-time,It's exclusively a Colombian company,200 to 499 employees,Desarrollador junior,"USD$1,000 - USD$1,999",No
1/15/2015 14:46:48,7 to 8 years,"ASP .NET, HTML/CSS, Javascript, PHP, SQL, Visual Basic",Ingeniero de Sistemas,,90%,I am employed full-time,It's a company located outside of Colombia,,,"USD$5,000 - USD$5,999",No
1/15/2015 14:47:00,7 to 8 years,"ASP .NET, C#, HTML/CSS, SQL",Ingeniero de Sistemas,Medellin,90%,"I do freelance work, I am an entrepreneur",It's exclusively a Colombian company,,,"USD$1,000 - USD$1,999",No
1/15/2015 14:52:06,6 to 7 years,"C++, HTML/CSS, Java, Javascript, PHP, Ruby, Shell, SQL, UML",Ingeniero de Sistemas,Universidad del Valle,40%,I am employed full-time,It's a company located outside of Colombia,< 10 employees,Director of Engineering,"USD$4,000 - USD$4,999",Yes
1/15/2015 14:54:25,5 to 6 years,"C++, Java, R, SQL",Ingeniero de Sistemas,,70%,I am employed full-time,It's a company located outside of Colombia,>= 1000 employees,,"> USD$10,000",Yes
1/15/2015 14:54:30,7 to 8 years,"C, Java, Javascript, Ruby, Shell",Ingeniero de Sistemas,EAFIT,90%,"I am employed full-time, I do freelance work",It's a company located outside of Colombia,20 to 49 employees,Software Engineer,"> USD$10,000",Yes
1/15/2015 14:54:43,1 to 2 years,"ASP .NET, Java, SQL, Visual Basic",Ingeniero de Sistemas,,100%,I am employed full-time,It's exclusively a Colombian company,10 - 19 employees,desarrollador,"USD$1,000 - USD$1,999",No
1/15/2015 15:20:22,> 10 years,"ASP .NET, Assembly, C, C#, C++, HTML/CSS, Java, Javascript, Mobile apps (Android), Mobile apps (Blackberry), Mobile apps (iOS), Mobile apps (Windows), SQL, UML, Visual Basic",Ingeniero de Sistemas,EAFIT,90%,"I am employed full-time, I am an entrepreneur",It's a multinational with presence in Colombia,20 to 49 employees,Software Engineer,"USD$2,000 - USD$2,999",No
1/15/2015 15:26:49,6 to 7 years,"ASP .NET, BPMN, C#, SQL, Visual Basic",Ingeniero de Sistemas,Universidad del norte,100%,I am employed full-time,It's exclusively a Colombian company,< 10 employees,Consultor Bpm senior,"USD$1,000 - USD$1,999",No
1/15/2015 15:40:20,4 to 5 years,PHP,Ingeniero de Sistemas,,100%,I am employed full-time,It's a company located outside of Colombia,200 to 499 employees,,"USD$2,000 - USD$2,999",No
1/15/2015 15:42:18,3 to 4 years,"ASP .NET, HTML/CSS, Java, Javascript, PHP, Ruby, Shell, SQL",Ingeniero de Sistemas,,90%,I am employed full-time,It's a multinational with presence in Colombia,200 to 499 employees,,"USD$2,000 - USD$2,999",No
1/15/2015 15:47:11,1 to 2 years,"HTML/CSS, Javascript, PHP, SQL, UML",Ingeniero de Sistemas,,30%,I am unemployeed,It's a multinational with presence in Colombia,200 to 499 employees,IT,USD$1 - USD$999,Yes
1/15/2015 15:48:35,5 to 6 years,"ASP .NET, BPMN, C#, C++, HTML/CSS, Java, Javascript, PHP, SQL",Ingeniero de Sistemas,,50%,I am employed full-time,It's exclusively a Colombian company,100 to 199 employees,,"USD$4,000 - USD$4,999",No
